,city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year
414,20,0.0,23,4.0,2.0,0.0,0.0,28,0.0,0.0,0.0,2022
415,23,0.0,26,4.0,2.4,0.0,0.0,30,0.0,0.0,0.0,2022
416,24,0.0,27,4.0,2.5,0.0,0.0,31,0.0,0.0,0.0,2022
417,19,0.0,21,6.0,3.5,0.0,0.0,25,0.0,0.0,0.0,2022
418,24,0.0,26,4.0,2.5,0.0,0.0,29,0.0,0.0,0.0,2022
419,19,0.0,21,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
420,22,0.0,23,4.0,2.4,0.0,0.0,26,0.0,0.0,0.0,2022
421,24,0.0,26,4.0,2.5,0.0,0.0,30,0.0,0.0,0.0,2022
422,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
423,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
424,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
425,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
426,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
427,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
428,23,0.0,26,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
429,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
430,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
431,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
432,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
433,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
434,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
435,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
436,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
437,22,0.0,25,4.0,2.0,0.0,0.0,31,0.0,0.0,0.0,2022
438,17,0.0,20,6.0,3.3,0.0,0.0,25,0.0,0.0,0.0,2022
439,24,0.0,27,4.0,2.0,0.0,0.0,31,0.0,0.0,0.0,2022
440,23,0.0,26,4.0,2.0,0.0,0.0,30,0.0,0.0,0.0,2022
441,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
442,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
443,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
444,23,0.0,26,4.0,2.0,0.0,0.0,30,0.0,0.0,0.0,2022
445,23,0.0,26,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
446,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
447,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
448,17,0.0,20,6.0,3.5,0.0,0.0,25,0.0,0.0,0.0,2022
449,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
450,18,0.0,20,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
451,24,0.0,27,4.0,2.5,0.0,0.0,32,0.0,0.0,0.0,2022
452,23,0.0,25,4.0,2.5,0.0,0.0,28,0.0,0.0,0.0,2022
453,19,0.0,21,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
454,19,0.0,22,6.0,3.0,0.0,0.0,25,0.0,0.0,0.0,2022
455,17,0.0,20,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
456,18,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
457,18,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
458,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
459,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
460,20,0.0,22,4.0,2.0,0.0,0.0,27,0.0,0.0,0.0,2022
461,19,0.0,20,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
462,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
463,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
464,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
465,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
466,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
467,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
468,17,0.0,20,6.0,3.3,0.0,0.0,26,0.0,0.0,0.0,2022
469,18,0.0,21,6.0,3.3,0.0,0.0,27,0.0,0.0,0.0,2022
470,21,0.0,25,4.0,2.0,0.0,0.0,31,0.0,0.0,0.0,2022
471,21,0.0,23,4.0,2.0,0.0,0.0,26,0.0,0.0,0.0,2022
472,20,0.0,23,4.0,2.0,0.0,0.0,28,0.0,0.0,0.0,2022
473,19,0.0,22,6.0,3.5,0.0,0.0,28,0.0,0.0,0.0,2022
474,19,0.0,22,4.0,2.5,0.0,0.0,26,0.0,0.0,0.0,2022
475,22,0.0,24,4.0,2.5,0.0,0.0,28,0.0,0.0,0.0,2022
476,19,0.0,21,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
477,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
478,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
479,20,0.0,22,4.0,2.5,0.0,0.0,24,0.0,0.0,0.0,2022
480,18,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
481,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
482,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
483,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
484,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
485,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
486,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
487,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
488,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
489,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
490,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
491,24,0.0,27,4.0,2.0,0.0,0.0,31,0.0,0.0,0.0,2022
492,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
493,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
494,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
495,21,0.0,24,4.0,2.5,0.0,0.0,29,0.0,0.0,0.0,2022
496,22,0.0,25,4.0,2.5,0.0,0.0,32,0.0,0.0,0.0,2022
497,17,0.0,20,6.0,3.3,0.0,0.0,24,0.0,0.0,0.0,2022
498,18,0.0,20,6.0,3.3,0.0,0.0,25,0.0,0.0,0.0,2022
499,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
500,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
501,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
502,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
503,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
504,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
505,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
506,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
507,20,0.0,23,4.0,2.0,0.0,0.0,26,0.0,0.0,0.0,2022
508,20,0.0,22,4.0,2.0,0.0,0.0,27,0.0,0.0,0.0,2022
509,19,0.0,20,4.0,2.0,0.0,0.0,24,0.0,0.0,0.0,2022
510,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
511,24,0.0,26,4.0,2.0,0.0,0.0,27,0.0,0.0,0.0,2022
512,24,0.0,27,4.0,2.0,0.0,0.0,31,0.0,0.0,0.0,2022
513,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
514,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
515,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
516,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
517,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
518,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
519,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
520,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
521,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
522,17,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
523,17,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
524,17,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
525,17,0.0,20,6.0,3.0,0.0,0.0,24,0.0,0.0,0.0,2022
526,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
527,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
528,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
529,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
530,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
531,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
532,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
533,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
534,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
535,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
536,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
537,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
538,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
539,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
540,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
541,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
542,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
543,22,0.0,26,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
544,24,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
545,23,0.0,27,4.0,2.0,0.0,0.0,32,0.0,0.0,0.0,2022
546,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
547,21,0.0,24,6.0,3.0,0.0,0.0,29,0.0,0.0,0.0,2022
548,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
549,17,0.0,20,6.0,3.5,0.0,0.0,24,0.0,0.0,0.0,2022
