city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year,mpg_diff,engine_efficiency,engine_power_density,size_category,drivetrain_type,vehicle_age,fuel_efficiency_category,is_high_performance,is_luxury,is_electric,is_diesel,is_hybrid,is_automatic,is_manual,make_encoded,class_encoded,drive_encoded,fuel_type_encoded,transmission_encoded,size_category_encoded,drivetrain_type_encoded,city_mpg_scaled,combination_mpg_scaled,cylinders_scaled,displacement_scaled,highway_mpg_scaled,year_scaled,vehicle_age_scaled,engine_efficiency_scaled
23,small sport utility vehicle,25,4.0,2.4,fwd,gas,28,jeep,patriot fwd,m,2014,5,10.37344398340249,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,0,1,16,7,2,2,1,6,2,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05995172687950702
23,small sport utility vehicle,25,4.0,2.4,fwd,gas,28,jeep,compass fwd,m,2014,5,10.37344398340249,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,0,1,16,7,2,2,1,6,2,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05995172687950702
23,small sport utility vehicle,25,4.0,2.0,fwd,gas,30,jeep,compass fwd,m,2014,7,12.437810945273633,0.49875311720698257,suv_small,front_wheel,10,medium,0,0,0,0,0,0,1,16,7,2,2,1,6,2,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.7325044296539646,0.20376593944319205,-1.5811388300841895,1.5811388300841895,-0.05688693056636785
21,small sport utility vehicle,23,4.0,2.4,4wd,gas,27,jeep,compass 4wd,a,2014,6,9.543568464730292,0.5985037406483791,suv_small,four_wheel,10,medium,0,0,0,0,0,1,0,16,7,0,2,0,6,1,-0.056511180565791394,-0.14308790532910853,-0.7266130964452053,-0.414401440068745,-0.23572922406173205,-1.5811388300841895,1.5811388300841895,-0.06118377499738896
21,small sport utility vehicle,23,4.0,2.4,4wd,gas,27,jeep,patriot 4wd,a,2014,6,9.543568464730292,0.5985037406483791,suv_small,four_wheel,10,medium,0,0,0,0,0,1,0,16,7,0,2,0,6,1,-0.056511180565791394,-0.14308790532910853,-0.7266130964452053,-0.414401440068745,-0.23572922406173205,-1.5811388300841895,1.5811388300841895,-0.06118377499738896
23,small sport utility vehicle,25,4.0,2.4,4wd,gas,28,jeep,compass 4wd,m,2014,5,10.37344398340249,0.5985037406483791,suv_small,four_wheel,10,medium,0,0,0,0,0,0,1,16,7,0,2,1,6,1,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05995172687950702
23,small sport utility vehicle,25,4.0,2.4,4wd,gas,28,jeep,patriot 4wd,m,2014,5,10.37344398340249,0.5985037406483791,suv_small,four_wheel,10,medium,0,0,0,0,0,0,1,16,7,0,2,1,6,1,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05995172687950702
13,standard sport utility vehicle,15,8.0,6.4,4wd,gas,19,jeep,grand cherokee srt8,a,2014,6,2.3400936037441498,0.7990012484394508,suv_large,four_wheel,10,low,1,0,0,0,0,1,0,16,10,0,2,0,5,1,-1.0393143208404225,-1.2138137275197156,1.5153908477054991,2.7666284557834517,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07187818330923786
14,standard sport utility vehicle,17,8.0,4.8,awd,gas,21,porsche,cayenne turbo,a,2014,7,3.5343035343035347,0.599250936329588,suv_large,all_wheel,10,low,1,1,0,0,0,1,0,24,10,1,2,0,5,0,-0.9164639283060936,-0.9461322719720638,1.5153908477054991,1.4942164974425727,-1.1147195510715802,-1.5811388300841895,1.5811388300841895,-0.07010523777198942
15,subcompact car,17,8.0,5.0,rwd,gas,22,roush performance,stage 3 mustang,a,2014,7,3.3932135728542914,0.6242197253433208,small,rear_wheel,10,low,1,1,0,0,0,1,0,26,11,3,2,0,3,3,-0.7936135357717647,-0.9461322719720638,1.5153908477054991,1.6532679922351827,-0.9682211632366056,-1.5811388300841895,1.5811388300841895,-0.07031470246584338
16,subcompact car,19,6.0,3.8,awd,gas,23,nissan,gt-r,a,2015,7,4.986876640419948,0.632279534109817,small,all_wheel,9,low,1,0,0,0,0,1,0,23,11,1,2,0,3,0,-0.6707631432374358,-0.6784508164244121,0.3943888756301469,0.6989590234795237,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.06794872161841004
20,compact car,23,5.0,2.5,awd,gas,28,volvo,s60 awd,a,2015,8,9.163346613545817,0.49900199600798406,small,all_wheel,9,medium,0,0,0,0,0,1,0,30,0,1,2,0,3,0,-0.17936157310012027,-0.14308790532910853,-0.16611211040752924,-0.33487569267244005,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.06174825919482491
26,midsize car,30,4.0,2.5,fwd,gas,37,mazda,6,a,2015,11,11.952191235059763,0.6234413965087282,medium,front_wheel,9,medium,0,0,0,0,0,1,0,19,2,2,2,0,1,2,0.5577407821058531,0.7937971890876726,-0.7266130964452053,-0.33487569267244005,1.229254654288015,-1.2649110640673518,1.2649110640673518,-0.057607890320588176
28,midsize car,32,4.0,2.5,fwd,gas,39,mazda,6,a,2015,11,12.749003984063746,0.6234413965087282,medium,front_wheel,9,high,0,0,0,0,0,1,0,19,2,2,2,0,1,2,0.8034415671745109,1.0614786446353244,-0.7266130964452053,-0.33487569267244005,1.5222514299579644,-1.2649110640673518,1.2649110640673518,-0.05642492778509196
25,midsize car,29,4.0,2.5,fwd,gas,35,mazda,6,m,2015,10,11.55378486055777,0.6234413965087282,medium,front_wheel,9,medium,0,0,0,0,0,0,1,19,2,2,2,1,1,2,0.43489038957152415,0.6599564613138468,-0.7266130964452053,-0.33487569267244005,0.9362578786180655,-1.2649110640673518,1.2649110640673518,-0.05819937158833628
18,large car,21,6.0,3.8,rwd,gas,26,kia,k900,a,2015,8,5.511811023622048,0.632279534109817,large,rear_wheel,9,medium,1,0,0,0,0,1,0,17,1,3,2,0,0,3,-0.4250623581687781,-0.4107693608767603,0.3943888756301469,0.6989590234795237,-0.38222761189670673,-1.2649110640673518,1.2649110640673518,-0.06716939459371306
15,large car,18,8.0,5.0,rwd,gas,23,kia,k900,a,2015,8,3.5928143712574854,0.6242197253433208,large,rear_wheel,9,low,1,0,0,0,0,1,0,17,1,3,2,0,0,3,-0.7936135357717647,-0.8122915441982379,1.5153908477054991,1.6532679922351827,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07001837153130291
18,small sport utility vehicle,21,6.0,3.3,fwd,gas,25,kia,sorento fwd,a,2015,7,6.344410876132931,0.5490848585690515,suv_small,front_wheel,9,medium,1,0,0,0,0,1,0,17,7,2,2,0,6,2,-0.4250623581687781,-0.4107693608767603,0.3943888756301469,0.3013302864979991,-0.5287259997316814,-1.2649110640673518,1.2649110640673518,-0.0659333018808251
26,small sport utility vehicle,28,4.0,2.0,fwd,gas,32,mazda,cx-5 2wd,a,2015,6,13.93034825870647,0.49875311720698257,suv_small,front_wheel,9,medium,0,0,0,0,0,1,0,19,7,2,2,0,6,2,0.5577407821058531,0.5261157335400208,-0.7266130964452053,-0.7325044296539646,0.4967627151131414,-1.2649110640673518,1.2649110640673518,-0.054671082831968226
26,small sport utility vehicle,29,4.0,2.0,fwd,gas,34,mazda,cx-5 2wd,m,2015,8,14.427860696517415,0.49875311720698257,suv_small,front_wheel,9,medium,0,0,0,0,0,0,1,19,7,2,2,1,6,2,0.5577407821058531,0.6599564613138468,-0.7266130964452053,-0.7325044296539646,0.7897594907830908,-1.2649110640673518,1.2649110640673518,-0.053932466920501694
25,small sport utility vehicle,27,4.0,2.5,fwd,gas,31,mazda,cx-5 2wd,a,2015,6,10.756972111553786,0.6234413965087282,suv_small,front_wheel,9,medium,0,0,0,0,0,1,0,19,7,2,2,0,6,2,0.43489038957152415,0.39227500576619495,-0.7266130964452053,-0.33487569267244005,0.35026432727816675,-1.2649110640673518,1.2649110640673518,-0.059382334123832495
19,small sport utility vehicle,21,4.0,2.4,awd,gas,25,kia,sorento awd,a,2015,6,8.713692946058092,0.5985037406483791,suv_small,all_wheel,9,medium,0,0,0,0,0,1,0,17,7,1,2,0,6,0,-0.3022119656344492,-0.4107693608767603,-0.7266130964452053,-0.414401440068745,-0.5287259997316814,-1.2649110640673518,1.2649110640673518,-0.06241582311527091
18,small sport utility vehicle,20,6.0,3.3,awd,gas,23,kia,sorento awd,a,2015,5,6.042296072507553,0.5490848585690515,suv_small,all_wheel,9,low,1,0,0,0,0,1,0,17,7,1,2,0,6,0,-0.4250623581687781,-0.5446100886505861,0.3943888756301469,0.3013302864979991,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.06638182695093016
25,small sport utility vehicle,27,4.0,2.0,4wd,gas,30,mazda,cx-5 4wd,a,2015,5,13.432835820895523,0.49875311720698257,suv_small,four_wheel,9,medium,0,0,0,0,0,1,0,19,7,0,2,0,6,1,0.43489038957152415,0.39227500576619495,-0.7266130964452053,-0.7325044296539646,0.20376593944319205,-1.2649110640673518,1.2649110640673518,-0.05540969874343478
24,small sport utility vehicle,26,4.0,2.5,4wd,gas,29,mazda,cx-5 4wd,a,2015,5,10.358565737051794,0.6234413965087282,suv_small,four_wheel,9,medium,0,0,0,0,0,1,0,19,7,0,2,0,6,1,0.31203999703719526,0.2584342779923691,-0.7266130964452053,-0.33487569267244005,0.057267551608217344,-1.2649110640673518,1.2649110640673518,-0.0599738153915806
17,small sport utility vehicle,20,6.0,3.0,awd,gas,24,volvo,xc60 awd,a,2015,7,6.64451827242525,0.49916805324459235,suv_small,all_wheel,9,low,1,0,0,0,0,1,0,30,7,1,2,0,6,0,-0.547912750703107,-0.5446100886505861,0.3943888756301469,0.06275304430908452,-0.6752243875666561,-1.2649110640673518,1.2649110640673518,-0.06548775704374399
17,small sport utility vehicle,20,6.0,3.0,awd,gas,24,volvo,xc70 awd,a,2015,7,6.64451827242525,0.49916805324459235,suv_small,all_wheel,9,low,1,0,0,0,0,1,0,30,7,1,2,0,6,0,-0.547912750703107,-0.5446100886505861,0.3943888756301469,0.06275304430908452,-0.6752243875666561,-1.2649110640673518,1.2649110640673518,-0.06548775704374399
22,two seater,26,4.0,2.0,awd,gas,31,audi,tt roadster quattro,a,2015,9,12.935323383084578,0.49875311720698257,sports,all_wheel,9,medium,0,1,0,0,0,1,0,2,12,1,2,0,4,0,0.0663392119685375,0.2584342779923691,-0.7266130964452053,-0.7325044296539646,0.35026432727816675,-1.2649110640673518,1.2649110640673518,-0.05614831465490131
22,subcompact car,26,4.0,2.0,awd,gas,31,audi,tt coupe quattro,a,2015,9,12.935323383084578,0.49875311720698257,small,all_wheel,9,medium,0,1,0,0,0,1,0,2,11,1,2,0,3,0,0.0663392119685375,0.2584342779923691,-0.7266130964452053,-0.7325044296539646,0.35026432727816675,-1.2649110640673518,1.2649110640673518,-0.05614831465490131
21,compact car,24,4.0,2.0,awd,gas,28,subaru,wrx,m,2015,7,11.940298507462687,0.49875311720698257,small,all_wheel,9,medium,0,0,0,0,0,0,1,27,0,1,2,1,3,0,-0.056511180565791394,-0.009247177555282664,-0.7266130964452053,-0.7325044296539646,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.05762554647783439
17,compact car,19,4.0,2.5,awd,gas,23,subaru,wrx,m,2015,6,7.569721115537849,0.6234413965087282,small,all_wheel,9,low,0,0,0,0,0,0,1,27,0,1,2,1,3,0,-0.547912750703107,-0.6784508164244121,-0.7266130964452053,-0.33487569267244005,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.06411418426581734
19,compact car,22,6.0,3.0,awd,gas,28,volvo,s60 awd,a,2015,9,7.308970099667775,0.49916805324459235,small,all_wheel,9,medium,1,0,0,0,0,1,0,30,0,1,2,0,3,0,-0.3022119656344492,-0.2769286331029344,0.3943888756301469,0.06275304430908452,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.06450129991281527
19,midsize car,22,6.0,3.0,awd,gas,28,volvo,s80 awd,a,2015,9,7.308970099667775,0.49916805324459235,medium,all_wheel,9,medium,1,0,0,0,0,1,0,30,2,1,2,0,1,0,-0.3022119656344492,-0.2769286331029344,0.3943888756301469,0.06275304430908452,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.06450129991281527
20,small station wagon,23,5.0,2.5,awd,gas,28,volvo,v60 awd,a,2015,8,9.163346613545817,0.49900199600798406,medium,all_wheel,9,medium,0,0,0,0,0,1,0,30,8,1,2,0,1,0,-0.17936157310012027,-0.14308790532910853,-0.16611211040752924,-0.33487569267244005,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.06174825919482491
19,small station wagon,22,6.0,3.0,awd,gas,28,volvo,v60 awd,a,2015,9,7.308970099667775,0.49916805324459235,medium,all_wheel,9,medium,1,0,0,0,0,1,0,30,8,1,2,0,1,0,-0.3022119656344492,-0.2769286331029344,0.3943888756301469,0.06275304430908452,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.06450129991281527
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,chevrolet,silverado c15 2wd,a,2015,7,3.578154425612053,0.66167290886392,truck_large,rear_wheel,9,low,1,0,0,0,0,1,0,7,9,3,2,0,7,3,-0.6707631432374358,-0.6784508164244121,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07004013595022396
16,standard pickup truck,19,8.0,5.3,rwd,gas,23,gmc,sierra c15 2wd,a,2015,7,3.578154425612053,0.66167290886392,truck_large,rear_wheel,9,low,1,0,0,0,0,1,0,11,9,3,2,0,7,3,-0.6707631432374358,-0.6784508164244121,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07004013595022396
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,chevrolet,silverado k15 4wd,a,2015,6,3.3898305084745766,0.66167290886392,truck_large,four_wheel,9,low,1,0,0,0,0,1,0,7,9,0,2,0,7,1,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
16,standard pickup truck,18,8.0,5.3,4wd,gas,22,gmc,sierra k15 4wd,a,2015,6,3.3898305084745766,0.66167290886392,truck_large,four_wheel,9,low,1,0,0,0,0,1,0,11,9,0,2,0,7,1,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
20,small sport utility vehicle,23,4.0,2.4,fwd,gas,27,kia,sorento fwd,a,2015,7,9.543568464730292,0.5985037406483791,suv_small,front_wheel,9,medium,0,0,0,0,0,1,0,17,7,2,2,0,6,2,-0.17936157310012027,-0.14308790532910853,-0.7266130964452053,-0.414401440068745,-0.23572922406173205,-1.2649110640673518,1.2649110640673518,-0.06118377499738896
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,cadillac,escalade 2wd,a,2015,6,2.737520128824477,0.7740324594257179,suv_large,rear_wheel,9,low,1,1,0,0,0,1,0,6,10,3,2,0,5,3,-0.7936135357717647,-0.9461322719720638,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.07128815674356086
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,cadillac,escalade esv 2wd,a,2015,6,2.737520128824477,0.7740324594257179,suv_large,rear_wheel,9,low,1,1,0,0,0,1,0,6,10,3,2,0,5,3,-0.7936135357717647,-0.9461322719720638,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.07128815674356086
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,chevrolet,tahoe c1500 2wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,7,10,3,2,0,5,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,chevrolet,suburban c1500 2wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,7,10,3,2,0,5,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,gmc,yukon c1500 2wd,a,2015,6,2.737520128824477,0.7740324594257179,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,11,10,3,2,0,5,3,-0.7936135357717647,-0.9461322719720638,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.07128815674356086
15,standard sport utility vehicle,17,8.0,6.2,rwd,gas,21,gmc,yukon c1500 xl 2wd,a,2015,6,2.737520128824477,0.7740324594257179,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,11,10,3,2,0,5,3,-0.7936135357717647,-0.9461322719720638,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.07128815674356086
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 2wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,11,10,3,2,0,5,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
16,standard sport utility vehicle,18,8.0,5.3,rwd,gas,23,gmc,yukon c1500 xl 2wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,rear_wheel,9,low,1,0,0,0,0,1,0,11,10,3,2,0,5,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,21,cadillac,escalade 4wd,a,2015,7,2.576489533011272,0.7740324594257179,suv_large,four_wheel,9,low,1,1,0,0,0,1,0,6,10,0,2,0,5,1,-0.9164639283060936,-1.0799729997458898,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.071527225661765
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,20,cadillac,escalade esv 4wd,a,2015,6,2.576489533011272,0.7740324594257179,suv_large,four_wheel,9,low,1,1,0,0,0,1,0,6,10,0,2,0,5,1,-0.9164639283060936,-1.0799729997458898,1.5153908477054991,2.607576960990842,-1.261217938906555,-1.2649110640673518,1.2649110640673518,-0.071527225661765
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,chevrolet,tahoe k1500 4wd,a,2015,6,3.3898305084745766,0.66167290886392,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,7,10,0,2,0,5,1,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,chevrolet,suburban k1500 4wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,7,10,0,2,0,5,1,-0.7936135357717647,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,20,gmc,yukon k1500 xl 4wd,a,2015,6,2.576489533011272,0.7740324594257179,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,11,10,0,2,0,5,1,-0.9164639283060936,-1.0799729997458898,1.5153908477054991,2.607576960990842,-1.261217938906555,-1.2649110640673518,1.2649110640673518,-0.071527225661765
14,standard sport utility vehicle,16,8.0,6.2,4wd,gas,21,gmc,yukon k1500 4wd,a,2015,7,2.576489533011272,0.7740324594257179,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,11,10,0,2,0,5,1,-0.9164639283060936,-1.0799729997458898,1.5153908477054991,2.607576960990842,-1.1147195510715802,-1.2649110640673518,1.2649110640673518,-0.071527225661765
15,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 xl 4wd,a,2015,7,3.3898305084745766,0.66167290886392,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,11,10,0,2,0,5,1,-0.7936135357717647,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
16,standard sport utility vehicle,18,8.0,5.3,4wd,gas,22,gmc,yukon k1500 4wd,a,2015,6,3.3898305084745766,0.66167290886392,suv_large,four_wheel,9,low,1,0,0,0,0,1,0,11,10,0,2,0,5,1,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.8918452344240972,-0.9682211632366056,-1.2649110640673518,1.2649110640673518,-0.07031972502405594
16,two seater,18,8.0,5.0,rwd,gas,23,jaguar,f-type v8 s convertible,a,2015,7,3.5928143712574854,0.6242197253433208,sports,rear_wheel,9,low,1,1,0,0,0,1,0,15,12,3,2,0,4,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.6532679922351827,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07001837153130291
16,two seater,18,8.0,5.0,rwd,gas,23,jaguar,f-type r coupe,a,2015,7,3.5928143712574854,0.6242197253433208,sports,rear_wheel,9,low,1,1,0,0,0,1,0,15,12,3,2,0,4,3,-0.6707631432374358,-0.8122915441982379,1.5153908477054991,1.6532679922351827,-0.8217227754016309,-1.2649110640673518,1.2649110640673518,-0.07001837153130291
20,two seater,23,6.0,3.0,rwd,gas,28,jaguar,f-type convertible,a,2015,8,7.641196013289037,0.49916805324459235,sports,rear_wheel,9,medium,1,1,0,0,0,1,0,15,12,3,2,0,4,3,-0.17936157310012027,-0.14308790532910853,0.3943888756301469,0.06275304430908452,-0.08923083622675736,-1.2649110640673518,1.2649110640673518,-0.0640080713473509
