city_mpg,class,combination_mpg,cylinders,displacement,drive,fuel_type,highway_mpg,make,model,transmission,year,mpg_diff,engine_efficiency,engine_power_density,size_category,drivetrain_type,vehicle_age,fuel_efficiency_category,is_high_performance,is_luxury,is_electric,is_diesel,is_hybrid,is_automatic,is_manual,make_encoded,class_encoded,drive_encoded,fuel_type_encoded,transmission_encoded,size_category_encoded,drivetrain_type_encoded,city_mpg_scaled,combination_mpg_scaled,cylinders_scaled,displacement_scaled,highway_mpg_scaled,year_scaled,vehicle_age_scaled,engine_efficiency_scaled
25,midsize car,29,4.0,2.5,fwd,gas,36,mazda,6,m,2014,11,11.55378486055777,0.6234413965087282,medium,front_wheel,10,medium,0,0,0,0,0,0,1,19,2,2,2,1,1,2,0.43489038957152415,0.6599564613138468,-0.7266130964452053,-0.33487569267244005,1.0827562664530401,-1.5811388300841895,1.5811388300841895,-0.05819937158833628
26,midsize car,30,4.0,2.5,fwd,gas,37,mazda,6,a,2014,11,11.952191235059763,0.6234413965087282,medium,front_wheel,10,medium,0,0,0,0,0,1,0,19,2,2,2,0,1,2,0.5577407821058531,0.7937971890876726,-0.7266130964452053,-0.33487569267244005,1.229254654288015,-1.5811388300841895,1.5811388300841895,-0.057607890320588176
25,small sport utility vehicle,27,4.0,2.5,fwd,gas,31,mazda,cx-5 2wd,a,2014,6,10.756972111553786,0.6234413965087282,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,19,7,2,2,0,6,2,0.43489038957152415,0.39227500576619495,-0.7266130964452053,-0.33487569267244005,0.35026432727816675,-1.5811388300841895,1.5811388300841895,-0.059382334123832495
26,small sport utility vehicle,29,4.0,2.0,fwd,gas,34,mazda,cx-5 2wd,m,2014,8,14.427860696517415,0.49875311720698257,suv_small,front_wheel,10,medium,0,0,0,0,0,0,1,19,7,2,2,1,6,2,0.5577407821058531,0.6599564613138468,-0.7266130964452053,-0.7325044296539646,0.7897594907830908,-1.5811388300841895,1.5811388300841895,-0.053932466920501694
26,small sport utility vehicle,28,4.0,2.0,fwd,gas,32,mazda,cx-5 2wd,a,2014,6,13.93034825870647,0.49875311720698257,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,19,7,2,2,0,6,2,0.5577407821058531,0.5261157335400208,-0.7266130964452053,-0.7325044296539646,0.4967627151131414,-1.5811388300841895,1.5811388300841895,-0.054671082831968226
24,small sport utility vehicle,26,4.0,2.5,4wd,gas,29,mazda,cx-5 4wd,a,2014,5,10.358565737051794,0.6234413965087282,suv_small,four_wheel,10,medium,0,0,0,0,0,1,0,19,7,0,2,0,6,1,0.31203999703719526,0.2584342779923691,-0.7266130964452053,-0.33487569267244005,0.057267551608217344,-1.5811388300841895,1.5811388300841895,-0.0599738153915806
25,small sport utility vehicle,27,4.0,2.0,4wd,gas,30,mazda,cx-5 4wd,a,2014,5,13.432835820895523,0.49875311720698257,suv_small,four_wheel,10,medium,0,0,0,0,0,1,0,19,7,0,2,0,6,1,0.43489038957152415,0.39227500576619495,-0.7266130964452053,-0.7325044296539646,0.20376593944319205,-1.5811388300841895,1.5811388300841895,-0.05540969874343478
19,subcompact car,22,6.0,3.7,rwd,gas,29,ford,mustang,m,2014,10,5.929919137466308,0.6156405990016639,small,rear_wheel,10,medium,1,0,0,0,0,0,1,9,11,3,2,1,3,3,-0.3022119656344492,-0.2769286331029344,0.3943888756301469,0.6194332760832191,0.057267551608217344,-1.5811388300841895,1.5811388300841895,-0.06654866376945981
19,subcompact car,23,6.0,3.7,rwd,gas,30,ford,mustang,a,2014,11,6.199460916442049,0.6156405990016639,small,rear_wheel,10,medium,1,0,0,0,0,1,0,9,11,3,2,0,3,3,-0.3022119656344492,-0.14308790532910853,0.3943888756301469,0.6194332760832191,0.20376593944319205,-1.5811388300841895,1.5811388300841895,-0.06614849719747928
15,subcompact car,18,8.0,5.8,rwd,gas,24,ford,mustang,m,2014,9,3.0981067125645443,0.7240948813982522,small,rear_wheel,10,low,1,0,0,0,0,0,1,9,11,3,2,1,3,3,-0.7936135357717647,-0.8122915441982379,1.5153908477054991,2.289473971405622,-0.6752243875666561,-1.5811388300841895,1.5811388300841895,-0.0707528234172552
18,subcompact car,20,8.0,5.0,rwd,gas,25,ford,mustang,a,2014,7,3.9920159680638725,0.6242197253433208,small,rear_wheel,10,low,1,0,0,0,0,1,0,9,11,3,2,0,3,3,-0.4250623581687781,-0.5446100886505861,1.5153908477054991,1.6532679922351827,-0.5287259997316814,-1.5811388300841895,1.5811388300841895,-0.06942570966222197
22,small sport utility vehicle,24,4.0,2.5,awd,gas,28,subaru,forester awd,m,2014,6,9.56175298804781,0.6234413965087282,suv_small,all_wheel,10,medium,0,0,0,0,0,0,1,27,7,1,2,1,6,0,0.0663392119685375,-0.009247177555282664,-0.7266130964452053,-0.33487569267244005,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.061156777927076814
24,small sport utility vehicle,27,4.0,2.5,awd,gas,31,subaru,forester awd,a,2014,7,10.756972111553786,0.6234413965087282,suv_small,all_wheel,10,medium,0,0,0,0,0,1,0,27,7,1,2,0,6,0,0.31203999703719526,0.39227500576619495,-0.7266130964452053,-0.33487569267244005,0.35026432727816675,-1.5811388300841895,1.5811388300841895,-0.059382334123832495
23,small sport utility vehicle,25,4.0,2.0,awd,gas,27,subaru,forester awd,a,2014,4,12.437810945273633,0.49875311720698257,suv_small,all_wheel,10,medium,0,0,0,0,0,1,0,27,7,1,2,0,6,0,0.18918960450286637,0.12459355021854322,-0.7266130964452053,-0.7325044296539646,-0.23572922406173205,-1.5811388300841895,1.5811388300841895,-0.05688693056636785
19,subcompact car,23,6.0,3.7,rwd,gas,29,ford,mustang convertible,a,2014,10,6.199460916442049,0.6156405990016639,small,rear_wheel,10,medium,1,0,0,0,0,1,0,9,11,3,2,0,3,3,-0.3022119656344492,-0.14308790532910853,0.3943888756301469,0.6194332760832191,0.057267551608217344,-1.5811388300841895,1.5811388300841895,-0.06614849719747928
16,subcompact car,19,8.0,5.0,rwd,gas,25,ford,mustang,m,2014,9,3.792415169660679,0.6242197253433208,small,rear_wheel,10,low,1,0,0,0,0,0,1,9,11,3,2,1,3,3,-0.6707631432374358,-0.6784508164244121,1.5153908477054991,1.6532679922351827,-0.5287259997316814,-1.5811388300841895,1.5811388300841895,-0.06972204059676244
16,subcompact car,19,6.0,3.8,awd,gas,23,nissan,gt-r,a,2014,7,4.986876640419948,0.632279534109817,small,all_wheel,10,low,1,0,0,0,0,1,0,23,11,1,2,0,3,0,-0.6707631432374358,-0.6784508164244121,0.3943888756301469,0.6989590234795237,-0.8217227754016309,-1.5811388300841895,1.5811388300841895,-0.06794872161841004
24,large car,28,6.0,3.0,awd,diesel,36,audi,a8 l,a,2014,12,9.30232558139535,0.49916805324459235,large,all_wheel,10,medium,0,1,0,1,0,1,0,2,1,1,0,0,0,0,0.31203999703719526,0.5261157335400208,0.3943888756301469,0.06275304430908452,1.0827562664530401,-1.5811388300841895,1.5811388300841895,-0.061541928520029064
20,small sport utility vehicle,22,4.0,2.4,fwd,gas,26,kia,sorento 2wd,a,2014,6,9.128630705394192,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,17,7,2,2,0,6,2,-0.17936157310012027,-0.2769286331029344,-0.7266130964452053,-0.414401440068745,-0.38222761189670673,-1.5811388300841895,1.5811388300841895,-0.06179979905632993
19,small sport utility vehicle,21,4.0,2.4,fwd,gas,27,kia,sorento 2wd,m,2014,8,8.713692946058092,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,0,1,17,7,2,2,1,6,2,-0.3022119656344492,-0.4107693608767603,-0.7266130964452053,-0.414401440068745,-0.23572922406173205,-1.5811388300841895,1.5811388300841895,-0.06241582311527091
18,small sport utility vehicle,21,6.0,3.3,fwd,gas,25,kia,sorento 2wd,a,2014,7,6.344410876132931,0.5490848585690515,suv_small,front_wheel,10,medium,1,0,0,0,0,1,0,17,7,2,2,0,6,2,-0.4250623581687781,-0.4107693608767603,0.3943888756301469,0.3013302864979991,-0.5287259997316814,-1.5811388300841895,1.5811388300841895,-0.0659333018808251
19,small sport utility vehicle,21,4.0,2.4,4wd,gas,24,kia,sorento 4wd,a,2014,5,8.713692946058092,0.5985037406483791,suv_small,four_wheel,10,medium,0,0,0,0,0,1,0,17,7,0,2,0,6,1,-0.3022119656344492,-0.4107693608767603,-0.7266130964452053,-0.414401440068745,-0.6752243875666561,-1.5811388300841895,1.5811388300841895,-0.06241582311527091
18,small sport utility vehicle,20,6.0,3.3,4wd,gas,23,kia,sorento 4wd,a,2014,5,6.042296072507553,0.5490848585690515,suv_small,four_wheel,10,low,1,0,0,0,0,1,0,17,7,0,2,0,6,1,-0.4250623581687781,-0.5446100886505861,0.3943888756301469,0.3013302864979991,-0.8217227754016309,-1.5811388300841895,1.5811388300841895,-0.06638182695093016
17,small sport utility vehicle,19,6.0,3.5,awd,gas,22,nissan,murano crosscabriolet,a,2014,5,5.413105413105414,0.5823627287853578,suv_small,all_wheel,10,low,1,0,0,0,0,1,0,23,7,1,2,0,6,0,-0.547912750703107,-0.6784508164244121,0.3943888756301469,0.4603817812906091,-0.9682211632366056,-1.5811388300841895,1.5811388300841895,-0.06731593471801506
13,two seater,16,10.0,5.2,awd,gas,22,audi,r8 spyder,a,2014,9,3.071017274472169,0.5194805194805195,sports,all_wheel,10,low,1,1,0,0,0,1,0,2,12,1,2,0,4,0,-1.0393143208404225,-1.0799729997458898,2.6363928197808515,1.8123194870277928,-0.9682211632366056,-1.5811388300841895,1.5811388300841895,-0.0707930408841707
13,two seater,16,10.0,5.2,awd,gas,22,audi,r8,a,2014,9,3.071017274472169,0.5194805194805195,sports,all_wheel,10,low,1,1,0,0,0,1,0,2,12,1,2,0,4,0,-1.0393143208404225,-1.0799729997458898,2.6363928197808515,1.8123194870277928,-0.9682211632366056,-1.5811388300841895,1.5811388300841895,-0.0707930408841707
14,two seater,17,8.0,4.2,awd,gas,23,audi,r8 spyder,a,2014,9,4.038004750593824,0.5243445692883896,sports,all_wheel,10,low,1,1,0,0,0,1,0,2,12,1,2,0,4,0,-0.9164639283060936,-0.9461322719720638,1.5153908477054991,1.0170620130647436,-0.8217227754016309,-1.5811388300841895,1.5811388300841895,-0.06935743388870552
14,two seater,17,8.0,4.2,awd,gas,23,audi,r8,a,2014,9,4.038004750593824,0.5243445692883896,sports,all_wheel,10,low,1,1,0,0,0,1,0,2,12,1,2,0,4,0,-0.9164639283060936,-0.9461322719720638,1.5153908477054991,1.0170620130647436,-0.8217227754016309,-1.5811388300841895,1.5811388300841895,-0.06935743388870552
12,two seater,14,10.0,5.2,awd,gas,19,audi,r8 spyder,m,2014,7,2.6871401151631478,0.5194805194805195,sports,all_wheel,10,low,1,1,0,0,0,0,1,2,12,1,2,1,4,0,-1.1621647133747515,-1.3476544552935414,2.6363928197808515,1.8123194870277928,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07136295181777828
12,two seater,14,10.0,5.2,awd,gas,19,audi,r8,m,2014,7,2.6871401151631478,0.5194805194805195,sports,all_wheel,10,low,1,1,0,0,0,0,1,2,12,1,2,1,4,0,-1.1621647133747515,-1.3476544552935414,2.6363928197808515,1.8123194870277928,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07136295181777828
11,two seater,14,8.0,4.2,awd,gas,20,audi,r8 spyder,m,2014,9,3.32541567695962,0.5243445692883896,sports,all_wheel,10,low,1,1,0,0,0,0,1,2,12,1,2,1,4,0,-1.2850151059090802,-1.3476544552935414,1.5153908477054991,1.0170620130647436,-1.261217938906555,-1.5811388300841895,1.5811388300841895,-0.0704153564412336
11,two seater,14,8.0,4.2,awd,gas,20,audi,r8,m,2014,9,3.32541567695962,0.5243445692883896,sports,all_wheel,10,low,1,1,0,0,0,0,1,2,12,1,2,1,4,0,-1.2850151059090802,-1.3476544552935414,1.5153908477054991,1.0170620130647436,-1.261217938906555,-1.5811388300841895,1.5811388300841895,-0.0704153564412336
13,minicompact car,15,12.0,5.9,rwd,gas,19,aston martin,db9,a,2014,6,2.5380710659898478,0.49125728559533727,small,rear_wheel,10,low,1,1,0,0,0,1,0,1,4,3,2,0,3,3,-1.0393143208404225,-1.2138137275197156,3.7573947918562034,2.3689997188019274,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07158426240874773
13,minicompact car,15,12.0,5.9,rwd,gas,19,aston martin,vanquish,a,2014,6,2.5380710659898478,0.49125728559533727,small,rear_wheel,10,low,1,1,0,0,0,1,0,1,4,3,2,0,3,3,-1.0393143208404225,-1.2138137275197156,3.7573947918562034,2.3689997188019274,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07158426240874773
13,subcompact car,15,12.0,5.9,rwd,gas,19,aston martin,rapide s,a,2014,6,2.5380710659898478,0.49125728559533727,small,rear_wheel,10,low,1,1,0,0,0,1,0,1,11,3,2,0,3,3,-1.0393143208404225,-1.2138137275197156,3.7573947918562034,2.3689997188019274,-1.4077163267415296,-1.5811388300841895,1.5811388300841895,-0.07158426240874773
14,subcompact car,17,8.0,5.0,rwd,gas,22,roush performance,stage 3 mustang,m,2014,8,3.3932135728542914,0.6242197253433208,small,rear_wheel,10,low,1,1,0,0,0,0,1,26,11,3,2,1,3,3,-0.9164639283060936,-0.9461322719720638,1.5153908477054991,1.6532679922351827,-0.9682211632366056,-1.5811388300841895,1.5811388300841895,-0.07031470246584338
21,small sport utility vehicle,24,4.0,2.4,fwd,gas,28,jeep,compass fwd,a,2014,7,9.958506224066392,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,16,7,2,2,0,6,2,-0.056511180565791394,-0.009247177555282664,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.06056775093844799
21,small sport utility vehicle,24,4.0,2.4,fwd,gas,28,jeep,patriot fwd,a,2014,7,9.958506224066392,0.5985037406483791,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,16,7,2,2,0,6,2,-0.056511180565791394,-0.009247177555282664,-0.7266130964452053,-0.414401440068745,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.06056775093844799
21,small sport utility vehicle,24,4.0,2.0,fwd,gas,28,jeep,compass fwd,a,2014,7,11.940298507462687,0.49875311720698257,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,16,7,2,2,0,6,2,-0.056511180565791394,-0.009247177555282664,-0.7266130964452053,-0.7325044296539646,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05762554647783439
21,small sport utility vehicle,24,4.0,2.0,fwd,gas,28,jeep,patriot fwd,a,2014,7,11.940298507462687,0.49875311720698257,suv_small,front_wheel,10,medium,0,0,0,0,0,1,0,16,7,2,2,0,6,2,-0.056511180565791394,-0.009247177555282664,-0.7266130964452053,-0.7325044296539646,-0.08923083622675736,-1.5811388300841895,1.5811388300841895,-0.05762554647783439
